Name,Disc. Date,mmax,Host Name,R.A.,Dec.,z,Type,Phot.,Spec.
SN2020able,12/2/20,18.9,,26:02.3,+24:31:17.83,0.024755,Ic,1,
SN2020abqx,12/3/20,19.2,,52:24.6,+67:32:51.72,,Ib,1,
SN2020abmp,12/4/20,19.9,,47:18.9,+00:24:18.29,0.058,Ic,1,
SN2020abxg,12/7/20,19,,30:16.1,+57:54:15.21,0.03998,Ic,1,
SN2020abxl,12/7/20,19.6,,04:22.8,-14:02:46.18,0.0815,Ic BL,1,
SN2020abxp,12/7/20,19.3,,24:30.6,-11:05:04.86,0.055,Ib,1,
SN2020acat,12/9/20,18.5,,50:41.2,-10:13:38.72,0.00793,IIb,1,
SN2020acdq,12/10/20,19.3,MRK 0356,22:43.0,+26:52:04.00,0.030251,IIb,1,
SN2020aceh,12/10/20,20.2,,35:43.8,+11:15:53.83,0.040788,IIb,1,
SN2020acsk,12/14/20,19,,42:51.6,+28:59:56.63,0.029,IIb,1,
SN2020acty,12/15/20,20.2,,22:36.0,+30:59:40.70,0.04703,Ib,1,
SN2020acyl,12/17/20,18.75,UGC 1799,20:37.2,"+48:26:31.88,+48:26:31.92",0.03,Ic,11,
SN2020admc,12/22/20,17.3,ESO 320-G31,54:06.1,-39:51:52.69,0.009637,Ib,1,
SN2020adnx,12/24/20,17.2,UGC 2528,"03:05:55.530,03:05:55.536","+41:36:31.36,+41:36:31.32",0.021001,II,18,
SN2020adow,12/26/20,16.2,KUG 0830+278,"08:33:42.266,08:33:42.24","+27:42:43.83,+27:42:43.92",0.007505,Ic BL,1,
SN2021M,1/1/21,19,,14:14.7,+35:25:23.16,0.010929,IIb,1,
SN2021rf,1/1/21,18.8,KUG 0934+432,37:24.9,+42:58:28.48,0.027172,IIb,1,
SN2021do,1/2/21,16.5,NGC 3147,16:56.7,+73:23:51.29,0.009346,Ic,1,
SN2021dx,1/2/21,20,,19:35.0,+04:45:36.39,0.0436,Ib,1,
SN2021bm,1/3/21,18.7,,37:47.3,+59:54:25.42,0.031517,Ic,1,
SN2021jw,1/3/21,20.1,,17:34.2,-08:15:37.93,0.06,Ic BL,1,
Gaia21acz,1/6/21,14.2,,"09:58:47.250,09:58:47.28","+65:33:54.75,+65:33:54.72",,BL,119,
SN2021nu,1/7/21,19.1,LEDA 1462318,52:15.9,+14:36:28.60,0.044087,Ic,1,
SN2021pb,1/7/21,18.7,,44:46.8,+51:41:14.62,0.033,IIb,1,
SN2021qv,1/7/21,19.1,VCC 1206,29:38.9,+09:29:50.53,0.024514,Ib/c,1,
AT2021dgz,1/8/21,18.9,,12:43.8,-28:28:45.27,,BL,1,
SN2021vz,1/9/21,19,,21:26.9,+36:46:04.07,"0.045,0.068",Ic,1,
Gaia21aro,1/10/21,13.65,,"01:12:05.830,01:12:05.832",+22:44:38.76,,BL,51,
SN2021xv,1/10/21,19.9,,07:32.8,+36:46:46.21,0.061,Ic BL,1,
Gaia21ahi,1/15/21,18.54,,"09:29:42.164,09:29:42.24","+73:04:04.56,+73:04:04.44",,BL,61,
SN2021aug,1/18/21,18.7,,14:04.8,+19:25:04.71,0.03,Ic BL,1,
Gaia21akj,1/21/21,11.46,,"22:02:43.291,22:02:43.2","+42:16:39.98,+42:16:40.08",,BL,115,
AT2021bbn,1/24/21,16.9,,49:46.3,+14:29:38.58,,BL,1,
SN2021bhd,1/28/21,18.5,UGC 8737,48:14.7,+68:05:23.21,0.005941,Ib/c,1,
Gaia21ann,1/29/21,18.71,,"10:11:20.483,10:11:20.4","-23:01:19.49,-23:01:19.56",,BL,140,
SN2021bjk,1/30/21,18.8,MCG -02-06-17,01:52.2,-10:27:48.39,0.015724,Ib/c,1,
SN2021bmf,1/30/21,16.5,,33:29.4,-06:22:49.58,0.04,Ic BL,1,
SN2021cly,2/3/21,19.3,,58:37.3,-10:19:33.22,0.037,Ib,1,
SN2021bwq,2/5/21,18.7,IC 2856,28:17.1,-12:53:17.73,0.022015,Ic,1,
SN2021bxu,2/6/21,17.2,ESO 478-G6,09:16.5,-23:24:45.15,0.017786,IIb,1,
SN2021ckj,2/9/21,19.6,,05:51.1,-08:35:07.57,0.143,Icn,1,
SN2021cse,2/11/21,19.3,CGCG 076-085,53:18.7,+09:31:31.59,0.0375,Ic,1,
SN2021csp,2/11/21,18.1,,26:22.1,+05:51:33.17,0.083,Icn,1,
Gaia21atb,2/12/21,14.99,,"22:44:12.731,22:44:12.72","+40:57:13.61,+40:57:13.68",,BL,145,
SN2021dah,2/15/21,18.14,,"02:36:49.692,02:36:49.704","+45:23:18.31,+45:23:18.24",0.018,Ic,16,
SN2021dfz,2/17/21,20.7,,36:43.1,+52:30:00.64,0.102,Ibn,1,
SN2021dps,2/22/21,19.1,,20:58.0,+36:18:44.24,0.057,Ibn,1,
SN2021dwg,2/27/21,17.7,IC 992,18:16.0,+00:53:18.34,0.025839,Ic,1,
Gaia21bes,3/2/21,17.98,,"08:09:13.443,08:09:13.44","+31:22:22.91,+31:22:22.8",,BL,91,
SN2021efd,3/2/21,19.8,KUG 1121+239,24:24.7,+23:38:58.31,0.027859,Ib/c,1,
SN2021epp,3/5/21,19.6,,10:55.3,-06:02:49.39,0.0385,Ic BL,1,
SN2021esi,3/7/21,18.6,,50:03.4,+27:29:09.93,0.03,IIb,1,
SN2021flv,3/11/21,18.8,,14:09.7,+09:35:33.61,0.039,Ic,1,
SN2021fop,3/15/21,18.6,,46:42.9,+07:12:38.57,0.05,Ic BL,1,
SN2021fsb,3/15/21,20.4,,20:56.7,-00:22:25.24,0.0535,IIb,1,
SN2021hec,3/17/21,18.61,,"21:40:25.156,21:40:25.2","+28:42:50.79,+28:42:50.76",0.029,IIb,11,
SN2021fxa,3/17/21,18.1,LEDA 2317175,56:28.0,+48:25:35.33,0.052,Ibn,1,
SN2021gno,3/20/21,16.7,NGC 4165,12:10.3,+13:14:57.05,0.006211,Ib,1,
SN2021gvl,3/21/21,20.1,,21:38.1,+35:39:11.58,0.0364,Ic,1,
SN2021hlv,3/29/21,18.2,,40:56.8,+69:07:53.04,0.021698,IIb,1,
ASASSN-21en,3/31/21,16.7,ESO 186-IG59,"20:32:02.105,20:32:02.16","-53:44:58.50,-53:44:58.56",0.010908,Ic BL,1,
SN2021hpv,4/2/21,18.6,MCG -02-26-23,02:57.4,-11:44:01.40,0.029257,Ic,1,
SN2021hyz,4/3/21,20.3,,27:36.5,+04:27:10.87,0.046169,Ic BL,1,
SN2021inl,4/7/21,19.5,,01:33.2,+27:49:55.12,0.02,Ib Pec,1,
SN2021iyt,4/9/21,20,,18:44.4,+00:03:19.37,0.0712,Ibn,1,
SN2021jbk,4/11/21,19.2,,45:08.1,-44:29:29.22,0.05,Ib,1,
SN2021jmg,4/13/21,19.1,MCG +03-34-13,16:51.9,+14:24:54.15,0.058865,Ic,1,
SN2021jpk,4/13/21,19.3,,39:00.0,+12:40:10.02,0.037978,Ibn,1,
SN2021jvf,4/15/21,18.5,ESO 597-G32,43:58.3,-20:40:29.72,0.027712,Ic,1,
SN2021jvj,4/15/21,18.8,LEDA 1760582,03:55.6,+26:02:57.58,0.03328,IIb,1,
SN2021kcf,4/18/21,19.8,FGC 2274,29:42.8,+70:49:00.60,0.015,Ib/c,1,
SN2021kev,4/19/21,20.6,CGCG 075-118,42:16.7,+08:59:47.41,0.031275,Ib,1,
SN2021kww,4/30/21,17.79,,"13:27:59.137,13:27:59.04","+24:22:54.91,+24:22:54.84",0.023,IIb,10,
SN2021krf,4/30/21,16.7,,51:17.4,+00:31:14.51,0.013565,Ic Pec,1,
SN2021ksr,4/30/21,18.9,,13:41.6,+70:44:36.54,0.053,Ib,1,
SN2021kxr,4/30/21,20.4,KUG 1037+454B,40:44.9,+45:09:44.87,0.052068,Ib,1,
SN2021ktv,5/1/21,19.5,,03:03.9,+08:51:39.81,0.06,Ic BL,1,
SN2021kum,5/1/21,19.8,,26:29.3,+47:07:42.62,0.053,IIb,1,
SN2021kwg,5/2/21,18.1,NGC 7775,52:23.6,+28:46:22.47,0.022549,Ic,1,
SN2021lwd,5/2/21,20.3,,27:26.7,+17:17:13.70,0.0198,IIb,1,
SN2021lax,5/4/21,18.73,,"14:09:21.243,14:09:21.36","+72:07:02.18,+72:07:02.28",0.033,Ib,16,
SN2021lei,5/4/21,19.6,,06:21.0,+12:40:14.54,0.112,Ic,1,
SN2021lvb,5/5/21,18.27,LEDA 1656208,"17:28:35.481,17:28:35.52","+21:44:22.17,+21:44:22.2",0.03,Ib,10,
SN2021mfh,5/13/21,18,,56:13.5,-25:29:34.16,0.05,Ib,1,
SN2021nng,5/20/21,19.6,,17:22.9,+58:44:58.95,0.03975,Ib,1,
SN2021ncn,5/23/21,18.6,IC 5233,36:32.9,+25:45:40.58,0.024617,Ic BL,1,
SN2021niq,5/24/21,19.5,,36:06.7,+43:24:21.58,0.017578,Ib,1,
SN2021nqo,5/25/21,19.7,,29:28.1,+04:53:15.02,0.089,Ic,1,
SN2021ocs,5/30/21,17.7,NGC 7828,06:27.4,-13:24:56.56,0.01911,Ic,1,
SN2021ofi,6/2/21,20.4,UGC 8691 NED01,44:25.0,+20:25:08.38,0.027032,Ib,1,
Gaia21csq,6/5/21,18.75,,"12:25:35.302,12:25:35.28","-73:13:40.16,-73:13:40.08",,BL,100,
SN2021pat,6/5/21,20.6,ESO 597-G12,34:52.5,-19:35:22.96,0.031779,IIb,1,
SN2021qjv,6/16/21,19.7,,10:47.1,+49:12:17.99,0.03803,Ic BL,1,
SN2021qvp,6/20/21,19.1,,49:40.1,-48:53:56.63,0.041,Ib,1,
SN2021qwm,6/22/21,19.2,,18:25.7,+28:26:04.10,0.07,Ib/c,1,
SN2021qyd,6/25/21,19.5,,55:04.5,+52:07:39.48,0.049,Ib/c,1,
SN2021ras,6/27/21,15.75,CGCG 140-060,"17:38:51.936,17:38:51.931,17:38:51.84","+26:22:44.22,+26:22:44.25,+26:22:44.4",0.01764,Ibn/Icn,12,
SN2021rfv,6/27/21,19.6,CGCG 475-057,15:59.1,+27:27:15.00,0.02448,Ib,1,
SN2021riw,6/27/21,20.8,,04:36.4,+13:08:07.73,0.09,Ib,1,
SN2021rgi,6/29/21,19.2,,35:45.9,-25:17:28.14,0.017,Ib,1,
SN2021rnq,7/2/21,18.2,,11:59.3,+20:57:24.65,0.041,Ib,1,
AT2021ssu,7/8/21,17.7,LEDA 101452,19:51.6,+10:33:20.31,0.033223,Ib/c,1,
SN2021tbx,7/11/21,18.6,MRK 0667,04:52.5,+21:38:01.59,0.016504,IIb,1,
SN2021tej,7/11/21,19.5,,27:40.8,+18:09:08.47,0.05,Ib,1,
SN2021too,7/17/21,19.5,,40:54.3,+10:19:30.55,0.07,Ic BL,1,
SN2021tux,7/17/21,20.1,,11:37.9,-18:01:42.58,0.03,Ib,1,
SN2021ucw,7/26/21,18.7,LEDA 588351,14:14.0,-40:15:59.36,0.04,Ic BL,1,
SN2021ugs,7/26/21,16.2,ESO 100-G23,"16:26:33.920,16:26:33.84","-63:12:18.70,-63:12:18.72",0.012792,Ic,1,
SN2021udy,7/27/21,18.9,MCG +08-43-05,47:54.1,+49:28:15.01,0.032202,Ic,1,
SN2021uhk,7/29/21,19.5,,26:13.6,+01:08:43.92,0.034544,Ib,1,
SN2021vci,7/29/21,21.3,CGCG 025-007,51:25.4,-02:48:07.96,0.021938,IIb,1,
SN2021urb,7/31/21,20.4,,34:26.1,+09:11:01.96,0.127,Ic,1,
SN2021uth,8/3/21,17.6,,29:02.9,+09:17:26.54,0.025,IIb,1,
SN2021uyc,8/4/21,20.5,,56:45.3,+27:54:18.11,0.019046,Ic,1,
